participant_id,model,sim_acc,ai_acc,hu_acc,ai_auc,hu_auc,epoch
194,vgg19,0.79,0.77,0.71,0.8855166572557878,0.7379796017484216,1
195,alexnet,0.85,0.695,0.83,0.8549357235523057,0.8803153791637137,1
195,densenet161,0.86,0.81,0.83,0.8799545159194282,0.8803153791637137,1
195,googlenet,0.86,0.775,0.83,0.8116129032258065,0.8803153791637137,1
195,resnet152,0.855,0.775,0.83,0.8420071684587813,0.8803153791637137,1
195,vgg19,0.875,0.77,0.83,0.883399209486166,0.8803153791637137,1
1,alexnet,0.74,0.525,0.73,0.7949874686716791,0.7851978691019788,<1
1,densenet161,0.785,0.72,0.73,0.8830605158730159,0.7851978691019788,<1
1,googlenet,0.73,0.58,0.73,0.8252257799671592,0.7851978691019788,<1
1,resnet152,0.785,0.645,0.73,0.8735669832951195,0.7851978691019788,<1
1,vgg19,0.76,0.675,0.73,0.8103703703703704,0.7851978691019788,<1
2,alexnet,0.795,0.49,0.81,0.8214285714285716,0.7953216374269005,<1
2,densenet161,0.82,0.72,0.81,0.8426339285714285,0.7953216374269005,<1
2,googlenet,0.81,0.63,0.81,0.8399828399828401,0.7953216374269005,<1
2,resnet152,0.82,0.665,0.81,0.8462574346313545,0.7953216374269005,<1
2,vgg19,0.825,0.68,0.81,0.8790211397058824,0.7953216374269005,<1
4,alexnet,0.535,0.565,0.375,0.7548570847319703,0.5106666666666667,<1
4,densenet161,0.715,0.725,0.375,0.8408777429467085,0.5106666666666667,<1
4,googlenet,0.59,0.585,0.375,0.7748944495932448,0.5106666666666667,<1
4,resnet152,0.555,0.59,0.375,0.8331955353451839,0.5106666666666667,<1
4,vgg19,0.625,0.65,0.375,0.8773626373626373,0.5106666666666667,<1
5,alexnet,0.87,0.57,0.86,0.7896776825785393,0.9462209302325582,<1
5,densenet161,0.9,0.735,0.86,0.8544474393530996,0.9462209302325582,<1
5,googlenet,0.87,0.635,0.86,0.8108078955883938,0.9462209302325582,<1
5,resnet152,0.89,0.685,0.86,0.8303788668752172,0.9462209302325582,<1
5,vgg19,0.915,0.66,0.86,0.8948306595365418,0.9462209302325582,<1
6,alexnet,0.85,0.57,0.835,0.7733578131374949,0.8233532934131736,<1
6,densenet161,0.86,0.725,0.835,0.8405015673981192,0.8233532934131736,<1
6,googlenet,0.845,0.62,0.835,0.7858658743633278,0.8233532934131736,<1
6,resnet152,0.83,0.65,0.835,0.8198901098901099,0.8233532934131736,<1
6,vgg19,0.835,0.675,0.835,0.8292877492877493,0.8233532934131736,<1
7,alexnet,0.705,0.465,0.71,0.77821324490001,0.8196333171442447,<1
7,densenet161,0.775,0.7,0.71,0.8540476190476192,0.8196333171442447,<1
7,googlenet,0.705,0.58,0.71,0.7975164203612479,0.8196333171442447,<1
7,resnet152,0.71,0.57,0.71,0.8362913096695227,0.8196333171442447,<1
7,vgg19,0.745,0.605,0.71,0.9007218328277017,0.8196333171442447,<1
8,alexnet,0.84,0.505,0.835,0.8227822782278228,0.8130103429504627,<1
8,densenet161,0.835,0.695,0.835,0.8629555372095765,0.8130103429504627,<1
8,googlenet,0.845,0.59,0.835,0.7860686233980984,0.8130103429504627,<1
8,resnet152,0.815,0.615,0.835,0.8002322880371661,0.8130103429504627,<1
8,vgg19,0.835,0.63,0.835,0.8591806091806091,0.8130103429504627,<1
10,alexnet,0.855,0.55,0.855,0.7866666666666666,0.8182093163944344,<1
10,densenet161,0.87,0.69,0.855,0.8092566619915849,0.8182093163944344,<1
10,googlenet,0.845,0.575,0.855,0.7838363171355499,0.8182093163944344,<1
10,resnet152,0.87,0.655,0.855,0.8242062175019361,0.8182093163944344,<1
10,vgg19,0.86,0.615,0.855,0.8815331010452961,0.8182093163944344,<1
11,alexnet,0.845,0.465,0.845,0.7931866144106119,0.9131513647642681,<1
11,densenet161,0.865,0.695,0.845,0.8656681212407124,0.9131513647642681,<1
11,googlenet,0.85,0.61,0.845,0.824926439680538,0.9131513647642681,<1
11,resnet152,0.835,0.615,0.845,0.8702354556013092,0.9131513647642681,<1
11,vgg19,0.84,0.625,0.845,0.8708266666666666,0.9131513647642681,<1
13,alexnet,0.795,0.405,0.795,0.776844070961718,0.8617886178861789,<1
13,densenet161,0.8,0.67,0.795,0.8635232926277703,0.8617886178861789,<1
13,googlenet,0.815,0.625,0.795,0.7912533333333334,0.8617886178861789,<1
13,resnet152,0.76,0.585,0.795,0.8456389661208938,0.8617886178861789,<1
13,vgg19,0.805,0.615,0.795,0.8410938654841094,0.8617886178861789,<1
15,alexnet,0.745,0.435,0.725,0.7273929406977928,0.889153605015674,<1
15,densenet161,0.805,0.655,0.725,0.8451156101338643,0.889153605015674,<1
15,googlenet,0.785,0.55,0.725,0.8099999999999999,0.889153605015674,<1
15,resnet152,0.785,0.605,0.725,0.8127419186107333,0.889153605015674,<1
15,vgg19,0.765,0.61,0.725,0.8331231609920134,0.889153605015674,<1
16,alexnet,0.76,0.505,0.775,0.7807780778077807,0.853189964157706,<1
16,densenet161,0.815,0.7,0.775,0.8372619047619047,0.853189964157706,<1
16,googlenet,0.815,0.595,0.775,0.7851436871044714,0.853189964157706,<1
16,resnet152,0.815,0.64,0.775,0.8191189236111112,0.853189964157706,<1
16,vgg19,0.815,0.695,0.775,0.7985611510791366,0.853189964157706,<1
18,alexnet,0.795,0.45,0.79,0.7461616161616161,0.8506630500301388,<1
18,densenet161,0.825,0.675,0.79,0.8274643874643874,0.8506630500301388,<1
18,googlenet,0.815,0.55,0.79,0.7367676767676766,0.8506630500301388,<1
18,resnet152,0.825,0.56,0.79,0.8741883116883117,0.8506630500301388,<1
18,vgg19,0.795,0.605,0.79,0.8465320640234334,0.8506630500301388,<1
19,alexnet,0.83,0.505,0.85,0.7017701770177017,0.9064705882352943,<1
19,densenet161,0.84,0.635,0.85,0.836479344191565,0.9064705882352943,<1
19,googlenet,0.845,0.55,0.85,0.8171717171717172,0.9064705882352943,<1
19,resnet152,0.835,0.585,0.85,0.8234991247039439,0.9064705882352943,<1
19,vgg19,0.84,0.66,0.85,0.8188502673796791,0.9064705882352943,<1
20,alexnet,0.9,0.53,0.9,0.7527097551184264,0.945,<1
20,densenet161,0.935,0.695,0.9,0.8834768250972991,0.945,<1
20,googlenet,0.905,0.56,0.9,0.8394886363636365,0.945,<1
20,resnet152,0.9,0.645,0.9,0.8203952396549842,0.945,<1
20,vgg19,0.91,0.635,0.9,0.8767123287671234,0.945,<1
22,alexnet,0.765,0.5,0.74,0.8116,0.8679833679833681,<1
22,densenet161,0.84,0.785,0.74,0.7948452081173158,0.8679833679833681,<1
22,googlenet,0.81,0.625,0.74,0.8353066666666666,0.8679833679833681,<1
22,resnet152,0.78,0.7,0.74,0.8785714285714286,0.8679833679833681,<1
22,vgg19,0.795,0.705,0.74,0.8487799014304603,0.8679833679833681,<1
23,alexnet,0.7788944723618091,0.4824120603015075,0.7738693467336684,0.8139158576051779,0.741991341991342,<1
23,densenet161,0.8190954773869347,0.7386934673366834,0.7738693467336684,0.8920722135007849,0.741991341991342,<1
23,googlenet,0.7788944723618091,0.6432160804020101,0.7738693467336684,0.8139304577464789,0.741991341991342,<1
23,resnet152,0.7738693467336684,0.6532663316582915,0.7738693467336684,0.8680044593088072,0.741991341991342,<1
23,vgg19,0.7939698492462312,0.6884422110552764,0.7738693467336684,0.8449493760301388,0.741991341991342,<1
24,alexnet,0.77,0.485,0.74,0.7817035331798619,0.886889293139293,<1
24,densenet161,0.81,0.69,0.74,0.8487611033193082,0.886889293139293,<1
24,googlenet,0.815,0.615,0.74,0.7838665399641009,0.886889293139293,<1
24,resnet152,0.79,0.575,0.74,0.8680306905370844,0.886889293139293,<1
24,vgg19,0.785,0.59,0.74,0.8444605208763952,0.886889293139293,<1
25,alexnet,0.865,0.465,0.86,0.6878705657722842,0.8774916943521596,<1
25,densenet161,0.87,0.685,0.86,0.8236589039508747,0.8774916943521596,<1
25,googlenet,0.865,0.545,0.86,0.7656013711059583,0.8774916943521596,<1
25,resnet152,0.85,0.545,0.86,0.8499848775078134,0.8774916943521596,<1
25,vgg19,0.855,0.6,0.86,0.8096875,0.8774916943521596,<1
26,alexnet,0.88,0.575,0.86,0.7560102301790281,0.9507890365448505,<1
26,densenet161,0.9,0.7,0.86,0.856904761904762,0.9507890365448505,<1
26,googlenet,0.875,0.565,0.86,0.8372495168345032,0.9507890365448505,<1
26,resnet152,0.87,0.64,0.86,0.827365451388889,0.9507890365448505,<1
26,vgg19,0.875,0.665,0.86,0.864100549882168,0.9507890365448505,<1
27,alexnet,0.905,0.49,0.895,0.7874149659863945,0.8628624634211227,<1
27,densenet161,0.93,0.705,0.895,0.8634451256160596,0.8628624634211227,<1
27,googlenet,0.915,0.6,0.895,0.7804166666666666,0.8628624634211227,<1
27,resnet152,0.895,0.6,0.895,0.8556249999999999,0.8628624634211227,<1
27,vgg19,0.885,0.635,0.895,0.79991370941646,0.8628624634211227,<1
28,alexnet,0.77,0.52,0.76,0.7916666666666667,0.8856907894736842,<1
28,densenet161,0.85,0.74,0.76,0.8197765072765074,0.8856907894736842,<1
28,googlenet,0.825,0.575,0.76,0.7946803069053708,0.8856907894736842,<1
28,resnet152,0.825,0.665,0.76,0.838289754236337,0.8856907894736842,<1
28,vgg19,0.83,0.68,0.76,0.8188189338235294,0.8856907894736842,<1
29,alexnet,0.75,0.515,0.735,0.8091282153938544,0.7999614940315749,<1
29,densenet161,0.79,0.685,0.735,0.8762599930483143,0.7999614940315749,<1
29,googlenet,0.77,0.6,0.735,0.8309375,0.7999614940315749,<1
29,resnet152,0.765,0.62,0.735,0.8692699490662139,0.7999614940315749,<1
29,vgg19,0.77,0.65,0.735,0.8667032967032967,0.7999614940315749,<1
30,alexnet,0.84,0.525,0.84,0.785764411027569,0.8987165178571429,<1
30,densenet161,0.88,0.73,0.84,0.889269406392694,0.8987165178571429,<1
30,googlenet,0.84,0.635,0.84,0.8292525078200841,0.8987165178571429,<1
30,resnet152,0.865,0.67,0.84,0.8415875169606513,0.8987165178571429,<1
30,vgg19,0.855,0.665,0.84,0.8272921108742004,0.8987165178571429,<1
31,alexnet,0.76,0.46,0.745,0.7670088566827697,0.8549809185419134,<1
31,densenet161,0.8,0.7,0.745,0.8178571428571428,0.8549809185419134,<1
31,googlenet,0.775,0.555,0.745,0.8010932280595202,0.8549809185419134,<1
31,resnet152,0.795,0.65,0.745,0.7787912087912089,0.8549809185419134,<1
31,vgg19,0.795,0.615,0.745,0.8329637841832964,0.8549809185419134,<1
32,alexnet,0.83,0.49,0.81,0.7304921968787516,0.9045646523716698,<1
32,densenet161,0.88,0.695,0.81,0.8850100247670717,0.9045646523716698,<1
32,googlenet,0.86,0.625,0.81,0.79712,0.9045646523716698,<1
32,resnet152,0.855,0.665,0.81,0.8630905622264616,0.9045646523716698,<1
32,vgg19,0.845,0.65,0.81,0.9107692307692308,0.9045646523716698,<1
33,alexnet,0.85,0.565,0.83,0.7483470654053505,0.8819985825655563,<1
33,densenet161,0.855,0.77,0.83,0.8321569734613212,0.8819985825655563,<1
33,googlenet,0.835,0.625,0.83,0.7960533333333333,0.8819985825655563,<1
33,resnet152,0.825,0.69,0.83,0.8002571294997664,0.8819985825655563,<1
33,vgg19,0.81,0.615,0.83,0.8033998521803399,0.8819985825655563,<1
34,alexnet,0.81,0.54,0.78,0.7942834138486312,0.7765151515151515,<1
34,densenet161,0.835,0.73,0.78,0.8399289700659562,0.7765151515151515,<1
34,googlenet,0.81,0.575,0.78,0.8291560102301789,0.7765151515151515,<1
34,resnet152,0.8,0.645,0.78,0.8681078720384323,0.7765151515151515,<1
34,vgg19,0.815,0.67,0.78,0.8634102216191768,0.7765151515151515,<1
35,alexnet,0.88,0.51,0.875,0.7255902360944378,0.9001142857142856,<1
35,densenet161,0.895,0.735,0.875,0.8156847644718264,0.9001142857142856,<1
35,googlenet,0.89,0.555,0.875,0.821439416945035,0.9001142857142856,<1
35,resnet152,0.87,0.57,0.875,0.8363933088535291,0.9001142857142856,<1
35,vgg19,0.89,0.64,0.875,0.8220486111111112,0.9001142857142856,<1
36,alexnet,0.795,0.495,0.8,0.7754775477547755,0.928203125,<1
36,densenet161,0.835,0.7,0.8,0.8532142857142857,0.928203125,<1
36,googlenet,0.835,0.58,0.8,0.7990558292282429,0.928203125,<1
36,resnet152,0.815,0.625,0.8,0.8483200000000001,0.928203125,<1
36,vgg19,0.825,0.625,0.8,0.8453333333333333,0.928203125,<1
37,alexnet,0.755,0.49,0.75,0.8073229291716687,0.8248,<1
37,densenet161,0.835,0.715,0.75,0.829100723837566,0.8248,<1
37,googlenet,0.75,0.55,0.75,0.8202020202020202,0.8248,<1
37,resnet152,0.81,0.6,0.75,0.8571874999999999,0.8248,<1
37,vgg19,0.81,0.665,0.75,0.8304342946919537,0.8248,<1
38,alexnet,0.875,0.5,0.875,0.7849999999999999,0.8762285714285714,<1
38,densenet161,0.895,0.73,0.875,0.8712582445459157,0.8762285714285714,<1
38,googlenet,0.89,0.615,0.875,0.8246225319396052,0.8762285714285714,<1
38,resnet152,0.86,0.655,0.875,0.8795220710255559,0.8762285714285714,<1
38,vgg19,0.885,0.66,0.875,0.841800356506239,0.8762285714285714,<1
39,alexnet,0.785,0.525,0.8,0.8135338345864662,0.738046875,<1
39,densenet161,0.825,0.76,0.8,0.864172149122807,0.738046875,<1
39,googlenet,0.83,0.63,0.8,0.793972543972544,0.738046875,<1
39,resnet152,0.795,0.615,0.8,0.8387709851124485,0.738046875,<1
39,vgg19,0.805,0.66,0.8,0.8549465240641712,0.738046875,<1
40,alexnet,0.87,0.5,0.865,0.7564000000000001,0.8280882038107472,<1
40,densenet161,0.895,0.685,0.865,0.8303788668752172,0.8280882038107472,<1
40,googlenet,0.86,0.55,0.865,0.8121212121212121,0.8280882038107472,<1
40,resnet152,0.88,0.615,0.865,0.8037166085946574,0.8280882038107472,<1
40,vgg19,0.88,0.66,0.865,0.847482174688057,0.8280882038107472,<1
41,alexnet,0.755,0.52,0.72,0.770332532051282,0.872953869047619,<1
41,densenet161,0.78,0.72,0.72,0.853546626984127,0.872953869047619,<1
41,googlenet,0.765,0.615,0.72,0.749762432689262,0.872953869047619,<1
41,resnet152,0.74,0.63,0.72,0.8677606177606177,0.872953869047619,<1
41,vgg19,0.755,0.62,0.72,0.8451825127334466,0.872953869047619,<1
42,alexnet,0.6884422110552764,0.507537688442211,0.6884422110552764,0.8116791270963831,0.7913232870261361,<1
42,densenet161,0.7537688442211056,0.7035175879396985,0.6884422110552764,0.8719128329297821,0.7913232870261361,<1
42,googlenet,0.7386934673366834,0.6633165829145728,0.6884422110552764,0.838647670737223,0.7913232870261361,<1
42,resnet152,0.7236180904522613,0.6482412060301508,0.6884422110552764,0.8512735326688815,0.7913232870261361,<1
42,vgg19,0.7487437185929648,0.6984924623115578,0.6884422110552764,0.8058752997601919,0.7913232870261361,<1
43,alexnet,0.84,0.625,0.805,0.7565866666666666,0.8766523331740723,<1
43,densenet161,0.855,0.8,0.805,0.8368749999999999,0.8766523331740723,<1
43,googlenet,0.84,0.67,0.805,0.7799638172772502,0.8766523331740723,<1
43,resnet152,0.825,0.65,0.805,0.8216483516483518,0.8766523331740723,<1
43,vgg19,0.86,0.71,0.805,0.8697183098591549,0.8766523331740723,<1
44,alexnet,0.855,0.505,0.855,0.760976097609761,0.9186327888687235,<1
44,densenet161,0.89,0.66,0.855,0.8682040998217468,0.9186327888687235,<1
44,googlenet,0.86,0.565,0.855,0.7848642050656087,0.9186327888687235,<1
44,resnet152,0.84,0.57,0.855,0.8353733170134638,0.9186327888687235,<1
44,vgg19,0.845,0.63,0.855,0.8665808665808665,0.9186327888687235,<1
45,alexnet,0.795,0.465,0.795,0.7767058587076676,0.8617886178861789,<1
45,densenet161,0.84,0.725,0.795,0.8327272727272726,0.8617886178861789,<1
45,googlenet,0.825,0.625,0.795,0.74432,0.8617886178861789,<1
45,resnet152,0.805,0.61,0.795,0.809163514081547,0.8617886178861789,<1
45,vgg19,0.82,0.655,0.795,0.8260869565217391,0.8617886178861789,<1
47,alexnet,0.88,0.56,0.85,0.8191964285714286,0.8935294117647059,<1
47,densenet161,0.87,0.715,0.85,0.8741258741258741,0.8935294117647059,<1
47,googlenet,0.875,0.63,0.85,0.8008365508365508,0.8935294117647059,<1
47,resnet152,0.87,0.655,0.85,0.8712246929970129,0.8935294117647059,<1
47,vgg19,0.865,0.68,0.85,0.8161764705882353,0.8935294117647059,<1
48,alexnet,0.78,0.505,0.765,0.7876787678767878,0.8825615352523988,<1
48,densenet161,0.835,0.71,0.765,0.8347498785818357,0.8825615352523988,<1
48,googlenet,0.8,0.55,0.765,0.8345454545454546,0.8825615352523988,<1
48,resnet152,0.79,0.57,0.765,0.8458792329661362,0.8825615352523988,<1
48,vgg19,0.8,0.61,0.765,0.8587641866330391,0.8825615352523988,<1
50,alexnet,0.755,0.49,0.705,0.8091236494597839,0.6589734343070079,<1
50,densenet161,0.8,0.725,0.705,0.8436363636363636,0.6589734343070079,<1
50,googlenet,0.73,0.585,0.705,0.8168056842755638,0.6589734343070079,<1
50,resnet152,0.755,0.665,0.705,0.8608461452137808,0.6589734343070079,<1
50,vgg19,0.765,0.67,0.705,0.8165988240615107,0.6589734343070079,<1
51,alexnet,0.56,0.43,0.59,0.7330681354549163,0.5180859859446052,<1
51,densenet161,0.63,0.55,0.59,0.8656565656565658,0.5180859859446052,<1
51,googlenet,0.59,0.53,0.59,0.7274187073464472,0.5180859859446052,<1
51,resnet152,0.63,0.545,0.59,0.8113721141244078,0.5180859859446052,<1
51,vgg19,0.67,0.64,0.59,0.8650173611111112,0.5180859859446052,<1
52,alexnet,0.805,0.505,0.79,0.716971697169717,0.782851115129596,<1
52,densenet161,0.845,0.685,0.79,0.8532035685320358,0.782851115129596,<1
52,googlenet,0.79,0.58,0.79,0.8152709359605911,0.782851115129596,<1
52,resnet152,0.815,0.645,0.79,0.878589365651272,0.782851115129596,<1
52,vgg19,0.84,0.695,0.79,0.8183748083500414,0.782851115129596,<1
53,alexnet,0.795,0.44,0.79,0.8221387987012988,0.7444996986136226,<1
53,densenet161,0.8,0.71,0.79,0.8898737251092763,0.7444996986136226,<1
53,googlenet,0.805,0.56,0.79,0.8399959415584416,0.7444996986136226,<1
53,resnet152,0.805,0.6,0.79,0.8272916666666668,0.7444996986136226,<1
53,vgg19,0.765,0.57,0.79,0.8843329253365972,0.7444996986136226,<1
54,alexnet,0.785,0.395,0.785,0.7676535202427033,0.8600207376684935,<1
54,densenet161,0.845,0.67,0.785,0.810719131614654,0.8600207376684935,<1
54,googlenet,0.805,0.615,0.785,0.7639108858621054,0.8600207376684935,<1
54,resnet152,0.795,0.62,0.785,0.8113327674023769,0.8600207376684935,<1
54,vgg19,0.805,0.605,0.785,0.8493566272622658,0.8600207376684935,<1
55,alexnet,0.745,0.5,0.745,0.7432000000000001,0.6129095933675484,<1
55,densenet161,0.775,0.7,0.745,0.8079761904761904,0.6129095933675484,<1
55,googlenet,0.75,0.535,0.745,0.8078585066827454,0.6129095933675484,<1
55,resnet152,0.745,0.605,0.745,0.8376399204937754,0.6129095933675484,<1
55,vgg19,0.755,0.655,0.745,0.8825091271158314,0.6129095933675484,<1
56,alexnet,0.765,0.5,0.76,0.749,0.7458196271929826,<1
56,densenet161,0.815,0.73,0.76,0.8606037544393709,0.7458196271929826,<1
56,googlenet,0.78,0.62,0.76,0.8291595925297115,0.7458196271929826,<1
56,resnet152,0.76,0.695,0.76,0.853638400754806,0.7458196271929826,<1
56,vgg19,0.805,0.625,0.76,0.8843733333333333,0.7458196271929826,<1
57,alexnet,0.845,0.505,0.845,0.8105810581058105,0.9060889482725711,<1
57,densenet161,0.87,0.685,0.845,0.8645579886455799,0.9060889482725711,<1
57,googlenet,0.87,0.6,0.845,0.778125,0.9060889482725711,<1
57,resnet152,0.84,0.635,0.845,0.8249379786430806,0.9060889482725711,<1
57,vgg19,0.87,0.635,0.845,0.8061697767231151,0.9060889482725711,<1
58,alexnet,0.765,0.525,0.73,0.7644110275689223,0.8822932521562659,<1
58,densenet161,0.785,0.68,0.73,0.8627068014705882,0.8822932521562659,<1
58,googlenet,0.795,0.6,0.73,0.8064583333333333,0.8822932521562659,<1
58,resnet152,0.78,0.665,0.73,0.8441252384693075,0.8822932521562659,<1
58,vgg19,0.775,0.68,0.73,0.8329503676470588,0.8822932521562659,<1
59,alexnet,0.815,0.535,0.815,0.7437443473017786,0.8875808323661085,<1
59,densenet161,0.87,0.735,0.815,0.8494416634578361,0.8875808323661085,<1
59,googlenet,0.85,0.645,0.815,0.8300032754667541,0.8875808323661085,<1
59,resnet152,0.845,0.645,0.815,0.7953925100993559,0.8875808323661085,<1
59,vgg19,0.825,0.63,0.815,0.8201415701415702,0.8875808323661085,<1
60,alexnet,0.73,0.45,0.695,0.8207070707070708,0.7155324920391556,<1
60,densenet161,0.775,0.7,0.695,0.8627380952380952,0.7155324920391556,<1
60,googlenet,0.71,0.56,0.695,0.8552150974025975,0.7155324920391556,<1
60,resnet152,0.745,0.59,0.695,0.853658536585366,0.7155324920391556,<1
60,vgg19,0.745,0.63,0.695,0.861969111969112,0.7155324920391556,<1
61,alexnet,0.835,0.535,0.835,0.825444678926741,0.6616766467065869,<1
61,densenet161,0.855,0.75,0.835,0.8941333333333332,0.6616766467065869,<1
61,googlenet,0.855,0.66,0.835,0.8507130124777182,0.6616766467065869,<1
61,resnet152,0.825,0.65,0.835,0.8454945054945056,0.6616766467065869,<1
61,vgg19,0.855,0.615,0.835,0.9225002639636786,0.6616766467065869,<1
62,alexnet,0.77,0.515,0.755,0.7800020018016215,0.8240978510609541,<1
62,densenet161,0.79,0.695,0.755,0.8510437551598065,0.8240978510609541,<1
62,googlenet,0.765,0.57,0.755,0.7933496532027744,0.8240978510609541,<1
62,resnet152,0.75,0.57,0.755,0.8453692370461037,0.8240978510609541,<1
62,vgg19,0.78,0.615,0.755,0.8369760320979833,0.8240978510609541,<1
63,alexnet,0.88,0.5,0.885,0.7079,0.8560550233357898,<1
63,densenet161,0.885,0.71,0.885,0.8793103448275863,0.8560550233357898,<1
63,googlenet,0.895,0.6,0.885,0.7751041666666667,0.8560550233357898,<1
63,resnet152,0.9,0.67,0.885,0.8311849841700589,0.8560550233357898,<1
63,vgg19,0.895,0.69,0.885,0.8735390369331463,0.8560550233357898,<1
64,alexnet,0.875,0.5,0.85,0.7544000000000001,0.8984313725490196,<1
64,densenet161,0.855,0.665,0.85,0.8577039613960273,0.8984313725490196,<1
64,googlenet,0.845,0.63,0.85,0.8064135564135565,0.8984313725490196,<1
64,resnet152,0.825,0.635,0.85,0.8005608887930106,0.8984313725490196,<1
64,vgg19,0.855,0.635,0.85,0.8650630999892136,0.8984313725490196,<1
66,alexnet,0.735,0.44,0.7,0.7801339285714285,0.8837499999999999,<1
66,densenet161,0.81,0.725,0.7,0.875987460815047,0.8837499999999999,<1
66,googlenet,0.76,0.55,0.7,0.766060606060606,0.8837499999999999,<1
66,resnet152,0.76,0.585,0.7,0.836783029554114,0.8837499999999999,<1
66,vgg19,0.765,0.665,0.7,0.819099988777915,0.8837499999999999,<1
67,alexnet,0.79,0.535,0.79,0.821826952065119,0.8577456298975286,<1
67,densenet161,0.83,0.725,0.79,0.8471473354231974,0.8577456298975286,<1
67,googlenet,0.81,0.59,0.79,0.781107895824721,0.8577456298975286,<1
67,resnet152,0.805,0.62,0.79,0.8512308998302207,0.8577456298975286,<1
67,vgg19,0.82,0.67,0.79,0.7723880597014925,0.8577456298975286,<1
68,alexnet,0.77,0.48,0.77,0.7750400641025642,0.7971485036702428,<1
68,densenet161,0.83,0.71,0.77,0.7824186498300146,0.7971485036702428,<1
68,googlenet,0.77,0.535,0.77,0.8258466485780322,0.7971485036702428,<1
68,resnet152,0.81,0.6,0.77,0.8314583333333332,0.7971485036702428,<1
68,vgg19,0.8,0.645,0.77,0.8348072933726389,0.7971485036702428,<1
69,alexnet,0.805,0.5,0.815,0.7697,0.9100480848947108,<1
69,densenet161,0.835,0.665,0.815,0.8629783413758277,0.9100480848947108,<1
69,googlenet,0.815,0.585,0.815,0.7927092987333952,0.9100480848947108,<1
69,resnet152,0.81,0.595,0.815,0.846145865753709,0.9100480848947108,<1
69,vgg19,0.825,0.63,0.815,0.8341913341913342,0.9100480848947108,<1
70,alexnet,0.86,0.555,0.875,0.8003846543172386,0.8963428571428571,<1
70,densenet161,0.89,0.74,0.875,0.8600571725571726,0.8963428571428571,<1
70,googlenet,0.9,0.645,0.875,0.7699530516431924,0.8963428571428571,<1
70,resnet152,0.885,0.62,0.875,0.8644949066213923,0.8963428571428571,<1
70,vgg19,0.895,0.685,0.875,0.9066156876375855,0.8963428571428571,<1
71,alexnet,0.82,0.49,0.835,0.8082232893157264,0.8869533659952822,<1
71,densenet161,0.845,0.64,0.835,0.8725043402777777,0.8869533659952822,<1
71,googlenet,0.845,0.6,0.835,0.83625,0.8869533659952822,<1
71,resnet152,0.83,0.635,0.835,0.8444612231690217,0.8869533659952822,<1
71,vgg19,0.82,0.605,0.835,0.8326184747358509,0.8869533659952822,<1
72,alexnet,0.84,0.49,0.82,0.739095638255302,0.9469850948509486,<1
72,densenet161,0.865,0.735,0.82,0.8754973687588243,0.9469850948509486,<1
72,googlenet,0.855,0.615,0.82,0.8092070531094921,0.9469850948509486,<1
72,resnet152,0.83,0.605,0.82,0.8626425358301077,0.9469850948509486,<1
72,vgg19,0.855,0.695,0.82,0.797263828281637,0.9469850948509486,<1
73,alexnet,0.775,0.48,0.77,0.7639222756410257,0.8420383963862225,<1
73,densenet161,0.805,0.68,0.77,0.799517463235294,0.8420383963862225,<1
73,googlenet,0.77,0.505,0.77,0.7871787178717872,0.8420383963862225,<1
73,resnet152,0.78,0.595,0.77,0.8528893038696962,0.8420383963862225,<1
73,vgg19,0.815,0.665,0.77,0.8589383907530019,0.8420383963862225,<1
74,alexnet,0.82,0.5,0.795,0.7234,0.8812701334560515,<1
74,densenet161,0.81,0.695,0.795,0.8301686519636748,0.8812701334560515,<1
74,googlenet,0.8,0.54,0.795,0.8148148148148149,0.8812701334560515,<1
74,resnet152,0.79,0.585,0.795,0.8370919575738853,0.8812701334560515,<1
74,vgg19,0.805,0.615,0.795,0.8093126385809313,0.8812701334560515,<1
75,alexnet,0.865,0.55,0.835,0.7696969696969697,0.9878424968245328,<1
75,densenet161,0.865,0.705,0.835,0.8489001081860801,0.9878424968245328,<1
75,googlenet,0.885,0.625,0.835,0.8133333333333335,0.9878424968245328,<1
75,resnet152,0.86,0.635,0.835,0.8909502750512349,0.9878424968245328,<1
75,vgg19,0.87,0.665,0.835,0.8211199640893277,0.9878424968245328,<1
76,alexnet,0.735,0.565,0.72,0.7760146475434849,0.8715277777777777,<1
76,densenet161,0.835,0.76,0.72,0.875,0.8715277777777777,<1
76,googlenet,0.75,0.62,0.72,0.8077249575551783,0.8715277777777777,<1
76,resnet152,0.785,0.685,0.72,0.8650214343645001,0.8715277777777777,<1
76,vgg19,0.76,0.64,0.72,0.8511284722222222,0.8715277777777777,<1
78,alexnet,0.74,0.53,0.71,0.7694700923323966,0.8233972802331229,<1
78,densenet161,0.765,0.705,0.71,0.8249789638177667,0.8233972802331229,<1
78,googlenet,0.73,0.61,0.71,0.8156788566624632,0.8233972802331229,<1
78,resnet152,0.755,0.65,0.71,0.8672527472527473,0.8233972802331229,<1
78,vgg19,0.77,0.685,0.71,0.8302630054454871,0.8233972802331229,<1
79,alexnet,0.845,0.52,0.8,0.7714342948717949,0.855859375,<1
79,densenet161,0.88,0.68,0.8,0.8187040441176471,0.855859375,<1
79,googlenet,0.835,0.61,0.8,0.7822614543926021,0.855859375,<1
79,resnet152,0.82,0.615,0.8,0.8029775102945834,0.855859375,<1
