participant_id,model,sim_acc,ai_acc,hu_acc,ai_auc,hu_auc,epoch
11,alexnet,0.855,0.685,0.845,0.8706986444212722,0.9131513647642681,10
11,densenet161,0.885,0.795,0.845,0.907501150483203,0.9131513647642681,10
11,googlenet,0.865,0.725,0.845,0.8690909090909091,0.9131513647642681,10
11,resnet152,0.87,0.7,0.845,0.8747619047619047,0.9131513647642681,10
11,vgg19,0.905,0.88,0.845,0.8986742424242424,0.9131513647642681,10
13,alexnet,0.835,0.66,0.795,0.79400623885918,0.8617886178861789,10
13,densenet161,0.9,0.86,0.795,0.8658637873754154,0.8617886178861789,10
13,googlenet,0.82,0.71,0.795,0.8277076250607092,0.8617886178861789,10
13,resnet152,0.88,0.765,0.795,0.8630232234737866,0.8617886178861789,10
13,vgg19,0.89,0.865,0.795,0.8910297580817812,0.8617886178861789,10
15,alexnet,0.775,0.645,0.725,0.84561633366088,0.889153605015674,10
15,densenet161,0.825,0.775,0.725,0.9085304659498208,0.889153605015674,10
15,googlenet,0.805,0.685,0.725,0.8167072181670721,0.889153605015674,10
15,resnet152,0.805,0.715,0.725,0.8383020488283647,0.889153605015674,10
15,vgg19,0.865,0.82,0.725,0.8567073170731707,0.889153605015674,10
16,alexnet,0.815,0.725,0.775,0.8440125391849529,0.853189964157706,10
16,densenet161,0.9,0.855,0.775,0.9251865295422463,0.853189964157706,10
16,googlenet,0.815,0.725,0.775,0.8308463949843261,0.853189964157706,10
16,resnet152,0.83,0.755,0.775,0.8894445195296662,0.853189964157706,10
16,vgg19,0.885,0.865,0.775,0.9210019267822736,0.853189964157706,10
18,alexnet,0.835,0.695,0.79,0.8578841844557141,0.8506630500301388,10
18,densenet161,0.865,0.825,0.79,0.8902164502164502,0.8506630500301388,10
18,googlenet,0.815,0.685,0.79,0.8496118642104044,0.8506630500301388,10
18,resnet152,0.815,0.68,0.79,0.8614430147058824,0.8506630500301388,10
18,vgg19,0.875,0.84,0.79,0.8794642857142856,0.8506630500301388,10
19,alexnet,0.875,0.695,0.85,0.8318197900695836,0.9064705882352943,10
19,densenet161,0.895,0.775,0.85,0.8749820788530467,0.9064705882352943,10
19,googlenet,0.855,0.67,0.85,0.823270013568521,0.9064705882352943,10
19,resnet152,0.88,0.68,0.85,0.8915441176470589,0.9064705882352943,10
19,vgg19,0.9,0.82,0.85,0.8517953929539296,0.9064705882352943,10
20,alexnet,0.92,0.73,0.9,0.8321917808219178,0.945,10
20,densenet161,0.94,0.835,0.9,0.8776991471602251,0.945,10
20,googlenet,0.905,0.725,0.9,0.8055172413793104,0.945,10
20,resnet152,0.91,0.735,0.9,0.8808882043383391,0.945,10
20,vgg19,0.935,0.84,0.9,0.9231770833333333,0.945,10
22,alexnet,0.84,0.725,0.74,0.8435109717868339,0.8679833679833681,10
22,densenet161,0.88,0.845,0.74,0.9047528154227906,0.8679833679833681,10
22,googlenet,0.835,0.755,0.74,0.8645762940937963,0.8679833679833681,10
22,resnet152,0.855,0.775,0.74,0.9363440860215054,0.8679833679833681,10
22,vgg19,0.915,0.89,0.74,0.9249233912155259,0.8679833679833681,10
23,alexnet,0.8190954773869347,0.7437185929648241,0.7738693467336684,0.8744038155802862,0.741991341991342,10
23,densenet161,0.8592964824120602,0.8542713567839196,0.7738693467336684,0.9411764705882353,0.741991341991342,10
23,googlenet,0.8241206030150754,0.7788944723618091,0.7738693467336684,0.8856304985337243,0.741991341991342,10
23,resnet152,0.8190954773869347,0.7487437185929648,0.7738693467336684,0.9268456375838927,0.741991341991342,10
23,vgg19,0.8693467336683417,0.8693467336683417,0.7738693467336684,0.8941751889728768,0.741991341991342,10
24,alexnet,0.825,0.72,0.74,0.7713293650793651,0.886889293139293,10
24,densenet161,0.885,0.825,0.74,0.9040692640692641,0.886889293139293,10
24,googlenet,0.83,0.685,0.74,0.8172865253157224,0.886889293139293,10
24,resnet152,0.84,0.715,0.74,0.8360937308305729,0.886889293139293,10
24,vgg19,0.915,0.835,0.74,0.9032843404100889,0.886889293139293,10
25,alexnet,0.895,0.69,0.86,0.770687237026648,0.8774916943521596,10
25,densenet161,0.905,0.84,0.86,0.8508184523809523,0.8774916943521596,10
25,googlenet,0.875,0.71,0.86,0.8544196211753279,0.8774916943521596,10
25,resnet152,0.895,0.71,0.86,0.8828314715881495,0.8774916943521596,10
25,vgg19,0.91,0.84,0.86,0.9082961309523809,0.8774916943521596,10
26,alexnet,0.885,0.705,0.86,0.8341146772448612,0.9507890365448505,10
26,densenet161,0.93,0.865,0.86,0.8771141083279811,0.9507890365448505,10
26,googlenet,0.905,0.765,0.86,0.8236684744819914,0.9507890365448505,10
26,resnet152,0.915,0.765,0.86,0.8268669169795577,0.9507890365448505,10
26,vgg19,0.945,0.865,0.86,0.9143652322843073,0.9507890365448505,10
27,alexnet,0.925,0.695,0.895,0.8141290246491331,0.8628624634211227,10
27,densenet161,0.945,0.83,0.895,0.887136782423813,0.8628624634211227,10
27,googlenet,0.9,0.69,0.895,0.8667601683029453,0.8628624634211227,10
27,resnet152,0.91,0.755,0.895,0.8548452493580214,0.8628624634211227,10
27,vgg19,0.92,0.845,0.895,0.8648597060507731,0.8628624634211227,10
28,alexnet,0.835,0.74,0.76,0.8175675675675675,0.8856907894736842,10
28,densenet161,0.905,0.85,0.76,0.8868627450980393,0.8856907894736842,10
28,googlenet,0.86,0.76,0.76,0.8460800438596491,0.8856907894736842,10
28,resnet152,0.855,0.74,0.76,0.87993762993763,0.8856907894736842,10
28,vgg19,0.895,0.86,0.76,0.9316860465116278,0.8856907894736842,10
29,alexnet,0.82,0.725,0.735,0.8366144200626958,0.7999614940315749,10
29,densenet161,0.865,0.815,0.735,0.9117890897032002,0.7999614940315749,10
29,googlenet,0.83,0.74,0.735,0.8842255717255717,0.7999614940315749,10
29,resnet152,0.825,0.745,0.735,0.9113041189630215,0.7999614940315749,10
29,vgg19,0.875,0.835,0.735,0.9168934857557612,0.7999614940315749,10
30,alexnet,0.86,0.69,0.84,0.8549555867227676,0.8987165178571429,10
30,densenet161,0.91,0.87,0.84,0.8936781609195403,0.8987165178571429,10
30,googlenet,0.875,0.755,0.84,0.8707933504527638,0.8987165178571429,10
30,resnet152,0.885,0.735,0.84,0.9170838146579386,0.8987165178571429,10
30,vgg19,0.91,0.85,0.84,0.951764705882353,0.8987165178571429,10
31,alexnet,0.835,0.705,0.745,0.8723404255319147,0.8549809185419134,10
31,densenet161,0.88,0.83,0.745,0.926293408929837,0.8549809185419134,10
31,googlenet,0.825,0.69,0.745,0.8428003740065452,0.8549809185419134,10
31,resnet152,0.8,0.71,0.745,0.8953375424963574,0.8549809185419134,10
31,vgg19,0.915,0.865,0.745,0.9242132305716121,0.8549809185419134,10
32,alexnet,0.875,0.76,0.81,0.831140350877193,0.9045646523716698,10
32,densenet161,0.93,0.865,0.81,0.8608435024619996,0.9045646523716698,10
32,googlenet,0.89,0.81,0.81,0.8687459389213774,0.9045646523716698,10
32,resnet152,0.89,0.785,0.81,0.8915716190194044,0.9045646523716698,10
32,vgg19,0.9,0.86,0.81,0.9144518272425249,0.9045646523716698,10
33,alexnet,0.875,0.71,0.83,0.8281932977173385,0.8819985825655563,10
33,densenet161,0.89,0.805,0.83,0.8921802834846313,0.8819985825655563,10
33,googlenet,0.85,0.73,0.83,0.793505834601725,0.8819985825655563,10
33,resnet152,0.865,0.74,0.83,0.8322505197505198,0.8819985825655563,10
33,vgg19,0.9,0.87,0.83,0.8930150309460655,0.8819985825655563,10
34,alexnet,0.84,0.73,0.78,0.8599695585996955,0.7765151515151515,10
34,densenet161,0.87,0.855,0.78,0.8552127445049404,0.7765151515151515,10
34,googlenet,0.85,0.745,0.78,0.847216739044611,0.7765151515151515,10
34,resnet152,0.845,0.775,0.78,0.8908960573476702,0.7765151515151515,10
34,vgg19,0.9,0.855,0.78,0.89917322040734,0.7765151515151515,10
35,alexnet,0.885,0.71,0.875,0.7928606119475473,0.9001142857142856,10
35,densenet161,0.915,0.815,0.875,0.9252196982258332,0.9001142857142856,10
35,googlenet,0.89,0.71,0.875,0.8109519184069937,0.9001142857142856,10
35,resnet152,0.86,0.705,0.875,0.865128020194735,0.9001142857142856,10
35,vgg19,0.905,0.825,0.875,0.9073593073593074,0.9001142857142856,10
36,alexnet,0.885,0.725,0.8,0.8393730407523511,0.928203125,10
36,densenet161,0.935,0.87,0.8,0.8992042440318303,0.928203125,10
36,googlenet,0.885,0.75,0.8,0.8338666666666668,0.928203125,10
36,resnet152,0.87,0.76,0.8,0.8778782894736842,0.928203125,10
36,vgg19,0.92,0.9,0.8,0.9041666666666666,0.928203125,10
37,alexnet,0.815,0.69,0.75,0.8356708742402993,0.8248,10
37,densenet161,0.895,0.845,0.75,0.8377552968123687,0.8248,10
37,googlenet,0.82,0.69,0.75,0.8597475455820477,0.8248,10
37,resnet152,0.805,0.675,0.75,0.8940170940170941,0.8248,10
37,vgg19,0.865,0.82,0.75,0.8668699186991871,0.8248,10
38,alexnet,0.89,0.725,0.875,0.8877742946708463,0.8762285714285714,10
38,densenet161,0.925,0.83,0.875,0.926293408929837,0.8762285714285714,10
38,googlenet,0.89,0.78,0.875,0.8911713286713286,0.8762285714285714,10
38,resnet152,0.88,0.725,0.875,0.8820062695924765,0.8762285714285714,10
38,vgg19,0.92,0.86,0.875,0.928986710963455,0.8762285714285714,10
39,alexnet,0.835,0.73,0.8,0.8600963977676307,0.738046875,10
39,densenet161,0.875,0.83,0.8,0.8807583274273565,0.738046875,10
39,googlenet,0.815,0.74,0.8,0.8413461538461539,0.738046875,10
39,resnet152,0.83,0.73,0.8,0.9198376458650431,0.738046875,10
39,vgg19,0.86,0.87,0.8,0.8779840848806367,0.738046875,10
40,alexnet,0.89,0.675,0.865,0.8776068376068376,0.8280882038107472,10
40,densenet161,0.895,0.82,0.865,0.8873644986449865,0.8280882038107472,10
40,googlenet,0.88,0.665,0.865,0.8552351026820784,0.8280882038107472,10
40,resnet152,0.86,0.675,0.865,0.8852421652421653,0.8280882038107472,10
40,vgg19,0.895,0.825,0.865,0.8896969696969698,0.8280882038107472,10
41,alexnet,0.815,0.715,0.72,0.8600171758066495,0.872953869047619,10
41,densenet161,0.89,0.885,0.72,0.8887251289609432,0.872953869047619,10
41,googlenet,0.835,0.775,0.72,0.8630824372759855,0.872953869047619,10
41,resnet152,0.825,0.785,0.72,0.8659457858095099,0.872953869047619,10
41,vgg19,0.885,0.875,0.72,0.9403428571428571,0.872953869047619,10
42,alexnet,0.8040201005025126,0.7135678391959799,0.6884422110552764,0.8886829750432419,0.7913232870261361,10
42,densenet161,0.8592964824120602,0.8291457286432161,0.6884422110552764,0.8809269162210339,0.7913232870261361,10
42,googlenet,0.8241206030150754,0.7587939698492462,0.6884422110552764,0.877621412803532,0.7913232870261361,10
42,resnet152,0.7788944723618091,0.7135678391959799,0.6884422110552764,0.8750926612305412,0.7913232870261361,10
42,vgg19,0.9045226130653267,0.8793969849246231,0.6884422110552764,0.8892857142857143,0.7913232870261361,10
43,alexnet,0.88,0.74,0.805,0.855379417879418,0.8766523331740723,10
43,densenet161,0.905,0.86,0.805,0.892234219269103,0.8766523331740723,10
43,googlenet,0.85,0.75,0.805,0.8796,0.8766523331740723,10
43,resnet152,0.84,0.745,0.805,0.8640610606658771,0.8766523331740723,10
43,vgg19,0.885,0.86,0.805,0.9092607973421927,0.8766523331740723,10
44,alexnet,0.87,0.665,0.855,0.7990124565144203,0.9186327888687235,10
44,densenet161,0.91,0.8,0.855,0.90328125,0.9186327888687235,10
44,googlenet,0.91,0.715,0.855,0.8525334314808,0.9186327888687235,10
44,resnet152,0.875,0.705,0.855,0.8385623272027889,0.9186327888687235,10
44,vgg19,0.915,0.835,0.855,0.8998366902558519,0.9186327888687235,10
45,alexnet,0.825,0.71,0.795,0.825643516270034,0.8617886178861789,10
45,densenet161,0.875,0.83,0.795,0.8738483345145287,0.8617886178861789,10
45,googlenet,0.84,0.74,0.795,0.845893970893971,0.8617886178861789,10
45,resnet152,0.855,0.7,0.795,0.9255952380952381,0.8617886178861789,10
45,vgg19,0.875,0.83,0.795,0.8910347271438696,0.8617886178861789,10
47,alexnet,0.885,0.715,0.85,0.8520426941479573,0.8935294117647059,10
47,densenet161,0.89,0.82,0.85,0.8954945799457994,0.8935294117647059,10
47,googlenet,0.875,0.76,0.85,0.8718475877192983,0.8935294117647059,10
47,resnet152,0.885,0.75,0.85,0.8989333333333333,0.8935294117647059,10
47,vgg19,0.905,0.86,0.85,0.8797757475083056,0.8935294117647059,10
48,alexnet,0.845,0.735,0.765,0.8224874855602619,0.8825615352523988,10
48,densenet161,0.88,0.835,0.765,0.9228815097078571,0.8825615352523988,10
48,googlenet,0.835,0.725,0.765,0.8038871473354231,0.8825615352523988,10
48,resnet152,0.855,0.75,0.765,0.858,0.8825615352523988,10
48,vgg19,0.905,0.86,0.765,0.8625415282392027,0.8825615352523988,10
50,alexnet,0.795,0.735,0.705,0.8449493004749069,0.6589734343070079,10
50,densenet161,0.85,0.86,0.705,0.8648255813953488,0.6589734343070079,10
50,googlenet,0.79,0.76,0.705,0.8410087719298245,0.6589734343070079,10
50,resnet152,0.78,0.715,0.705,0.887130413446203,0.6589734343070079,10
50,vgg19,0.89,0.855,0.705,0.9282113329300262,0.6589734343070079,10
51,alexnet,0.68,0.65,0.59,0.8282417582417583,0.5180859859446052,10
51,densenet161,0.805,0.81,0.59,0.8898635477582846,0.5180859859446052,10
51,googlenet,0.695,0.665,0.59,0.7827404331724834,0.5180859859446052,10
51,resnet152,0.705,0.695,0.59,0.85576129260526,0.5180859859446052,10
51,vgg19,0.795,0.805,0.59,0.8944099378881988,0.5180859859446052,10
52,alexnet,0.855,0.725,0.79,0.8453918495297805,0.782851115129596,10
52,densenet161,0.88,0.865,0.79,0.8893170627274674,0.782851115129596,10
52,googlenet,0.895,0.78,0.79,0.8333333333333335,0.782851115129596,10
52,resnet152,0.86,0.78,0.79,0.8997668997668998,0.782851115129596,10
52,vgg19,0.92,0.905,0.79,0.8723466123873219,0.782851115129596,10
53,alexnet,0.8,0.685,0.79,0.8588807785888077,0.7444996986136226,10
53,densenet161,0.855,0.845,0.79,0.9093338423363235,0.7444996986136226,10
53,googlenet,0.825,0.735,0.79,0.8410987036323962,0.7444996986136226,10
53,resnet152,0.795,0.73,0.79,0.8542617960426179,0.7444996986136226,10
53,vgg19,0.855,0.855,0.79,0.8820326678765882,0.7444996986136226,10
54,alexnet,0.82,0.695,0.785,0.8043401344498171,0.8600207376684935,10
54,densenet161,0.865,0.795,0.785,0.8800429513729099,0.8600207376684935,10
54,googlenet,0.82,0.715,0.785,0.8024782235308552,0.8600207376684935,10
54,resnet152,0.815,0.705,0.785,0.8717393917538165,0.8600207376684935,10
54,vgg19,0.885,0.825,0.785,0.8730735930735931,0.8600207376684935,10
55,alexnet,0.77,0.685,0.745,0.8491484184914841,0.6129095933675484,10
55,densenet161,0.84,0.825,0.745,0.8810389610389611,0.6129095933675484,10
55,googlenet,0.76,0.74,0.745,0.8639553014553015,0.6129095933675484,10
55,resnet152,0.775,0.735,0.745,0.873572070337569,0.6129095933675484,10
55,vgg19,0.86,0.86,0.745,0.8978405315614618,0.6129095933675484,10
56,alexnet,0.815,0.735,0.76,0.8860223334616865,0.7458196271929826,10
56,densenet161,0.895,0.835,0.76,0.9274178914897478,0.7458196271929826,10
56,googlenet,0.795,0.745,0.76,0.8793262271351494,0.7458196271929826,10
56,resnet152,0.815,0.745,0.76,0.918410317146993,0.7458196271929826,10
56,vgg19,0.875,0.83,0.76,0.9362154500354358,0.7458196271929826,10
57,alexnet,0.88,0.725,0.845,0.8584326018808778,0.9060889482725711,10
57,densenet161,0.89,0.805,0.845,0.9015766841853798,0.9060889482725711,10
57,googlenet,0.865,0.74,0.845,0.8162681912681913,0.9060889482725711,10
57,resnet152,0.86,0.76,0.845,0.8511513157894737,0.9060889482725711,10
57,vgg19,0.875,0.82,0.845,0.8946476964769648,0.9060889482725711,10
58,alexnet,0.79,0.655,0.73,0.8723310100674854,0.8822932521562659,10
58,densenet161,0.855,0.81,0.73,0.8823911630929174,0.8822932521562659,10
58,googlenet,0.8,0.685,0.73,0.8894681960375391,0.8822932521562659,10
58,resnet152,0.81,0.71,0.73,0.8689898008742107,0.8822932521562659,10
58,vgg19,0.855,0.82,0.73,0.8970189701897019,0.8822932521562659,10
59,alexnet,0.865,0.735,0.815,0.843280708509819,0.8875808323661085,10
59,densenet161,0.88,0.85,0.815,0.8841176470588235,0.8875808323661085,10
59,googlenet,0.875,0.775,0.815,0.8230824372759856,0.8875808323661085,10
59,resnet152,0.875,0.76,0.815,0.895970394736842,0.8875808323661085,10
59,vgg19,0.905,0.875,0.815,0.8772571428571428,0.8875808323661085,10
60,alexnet,0.815,0.71,0.695,0.8563623118018456,0.7155324920391556,10
60,densenet161,0.865,0.835,0.695,0.8934857557612049,0.7155324920391556,10
60,googlenet,0.785,0.715,0.695,0.9017298490982701,0.7155324920391556,10
60,resnet152,0.78,0.75,0.695,0.8789333333333332,0.7155324920391556,10
60,vgg19,0.88,0.865,0.695,0.9332048811817598,0.7155324920391556,10
61,alexnet,0.845,0.72,0.835,0.8861607142857143,0.6616766467065869,10
61,densenet161,0.89,0.865,0.835,0.925925925925926,0.6616766467065869,10
61,googlenet,0.845,0.725,0.835,0.8959247648902822,0.6616766467065869,10
61,resnet152,0.86,0.745,0.835,0.9145940255296748,0.6616766467065869,10
61,vgg19,0.88,0.845,0.835,0.9324298530253865,0.6616766467065869,10
62,alexnet,0.825,0.69,0.755,0.8517999064983637,0.8240978510609541,10
62,densenet161,0.845,0.78,0.755,0.9055944055944056,0.8240978510609541,10
62,googlenet,0.785,0.7,0.755,0.8151190476190476,0.8240978510609541,10
62,resnet152,0.785,0.67,0.755,0.8705336951605609,0.8240978510609541,10
62,vgg19,0.885,0.84,0.755,0.8539806547619048,0.8240978510609541,10
63,alexnet,0.88,0.76,0.885,0.8819901315789475,0.8560550233357898,10
63,densenet161,0.885,0.835,0.885,0.8987479586281982,0.8560550233357898,10
63,googlenet,0.885,0.73,0.885,0.8507102993404363,0.8560550233357898,10
63,resnet152,0.895,0.795,0.885,0.9162448228255867,0.8560550233357898,10
63,vgg19,0.925,0.87,0.885,0.8850574712643677,0.8560550233357898,10
64,alexnet,0.905,0.69,0.85,0.8399953249181861,0.8984313725490196,10
64,densenet161,0.925,0.855,0.85,0.8548094373865699,0.8984313725490196,10
64,googlenet,0.89,0.715,0.85,0.8315544105017789,0.8984313725490196,10
64,resnet152,0.855,0.695,0.85,0.8424342493218541,0.8984313725490196,10
64,vgg19,0.905,0.845,0.85,0.8759305210918112,0.8984313725490196,10
66,alexnet,0.795,0.675,0.7,0.8723646723646723,0.8837499999999999,10
66,densenet161,0.89,0.85,0.7,0.8968627450980392,0.8837499999999999,10
66,googlenet,0.81,0.705,0.7,0.8545498257002043,0.8837499999999999,10
66,resnet152,0.795,0.715,0.7,0.8930192614403141,0.8837499999999999,10
66,vgg19,0.9,0.875,0.7,0.9291428571428572,0.8837499999999999,10
67,alexnet,0.83,0.7,0.79,0.8685714285714285,0.8577456298975286,10
67,densenet161,0.88,0.805,0.79,0.9041248606465999,0.8577456298975286,10
67,googlenet,0.835,0.74,0.79,0.843035343035343,0.8577456298975286,10
67,resnet152,0.83,0.755,0.79,0.9005270982565211,0.8577456298975286,10
67,vgg19,0.885,0.835,0.79,0.8780620577027762,0.8577456298975286,10
68,alexnet,0.835,0.715,0.77,0.8468899521531101,0.7971485036702428,10
68,densenet161,0.87,0.8,0.77,0.8874999999999998,0.7971485036702428,10
68,googlenet,0.85,0.705,0.77,0.8195696598148816,0.7971485036702428,10
68,resnet152,0.815,0.735,0.77,0.8471313053523296,0.7971485036702428,10
68,vgg19,0.875,0.815,0.77,0.9056541203780467,0.7971485036702428,10
69,alexnet,0.85,0.675,0.815,0.8723646723646723,0.9100480848947108,10
69,densenet161,0.915,0.85,0.815,0.887843137254902,0.9100480848947108,10
69,googlenet,0.84,0.735,0.815,0.8672827621614683,0.9100480848947108,10
69,resnet152,0.825,0.68,0.815,0.8642003676470589,0.9100480848947108,10
69,vgg19,0.89,0.825,0.815,0.9267532467532469,0.9100480848947108,10
70,alexnet,0.92,0.75,0.875,0.8424,0.8963428571428571,10
70,densenet161,0.94,0.865,0.875,0.8602012417041319,0.8963428571428571,10
70,googlenet,0.915,0.76,0.875,0.8525219298245613,0.8963428571428571,10
70,resnet152,0.91,0.745,0.875,0.8802474009738123,0.8963428571428571,10
70,vgg19,0.935,0.825,0.875,0.9402597402597402,0.8963428571428571,10
71,alexnet,0.895,0.72,0.835,0.8093998015873015,0.8869533659952822,10
71,densenet161,0.89,0.815,0.835,0.9074780301774168,0.8869533659952822,10
71,googlenet,0.88,0.73,0.835,0.8410705225773719,0.8869533659952822,10
71,resnet152,0.865,0.76,0.835,0.8532072368421052,0.8869533659952822,10
71,vgg19,0.895,0.86,0.835,0.9024086378737542,0.8869533659952822,10
72,alexnet,0.865,0.695,0.82,0.8473876636395801,0.9469850948509486,10
72,densenet161,0.92,0.845,0.82,0.8885283451040275,0.9469850948509486,10
72,googlenet,0.895,0.78,0.82,0.7760780885780885,0.9469850948509486,10
72,resnet152,0.905,0.78,0.82,0.8767482517482518,0.9469850948509486,10
72,vgg19,0.935,0.885,0.82,0.8838123311225744,0.9469850948509486,10
73,alexnet,0.805,0.675,0.77,0.802962962962963,0.8420383963862225,10
73,densenet161,0.87,0.8,0.77,0.85234375,0.8420383963862225,10
73,googlenet,0.805,0.655,0.77,0.8032968248700076,0.8420383963862225,10
73,resnet152,0.81,0.67,0.77,0.8748303934871098,0.8420383963862225,10
73,vgg19,0.84,0.795,0.77,0.8723730633532751,0.8420383963862225,10
74,alexnet,0.82,0.68,0.795,0.7942325367647058,0.8812701334560515,10
74,densenet161,0.865,0.82,0.795,0.9454607046070461,0.8812701334560515,10
74,googlenet,0.835,0.72,0.795,0.8178323412698413,0.8812701334560515,10
74,resnet152,0.81,0.71,0.795,0.885381253035454,0.8812701334560515,10
74,vgg19,0.865,0.825,0.795,0.9066666666666666,0.8812701334560515,10
75,alexnet,0.875,0.715,0.835,0.8659060238007608,0.9878424968245328,10
75,densenet161,0.91,0.81,0.835,0.9135802469135803,0.9878424968245328,10
75,googlenet,0.89,0.76,0.835,0.8547149122807017,0.9878424968245328,10
75,resnet152,0.88,0.735,0.835,0.9215761776408676,0.9878424968245328,10
75,vgg19,0.91,0.825,0.835,0.9489177489177488,0.9878424968245328,10
76,alexnet,0.83,0.755,0.72,0.8230842005676443,0.8715277777777777,10
76,densenet161,0.9,0.885,0.72,0.897322525178089,0.8715277777777777,10
76,googlenet,0.825,0.78,0.72,0.8460081585081586,0.8715277777777777,10
76,resnet152,0.82,0.77,0.72,0.8824110671936759,0.8715277777777777,10
76,vgg19,0.93,0.885,0.72,0.8816015720953083,0.8715277777777777,10
78,alexnet,0.795,0.71,0.71,0.850412821758135,0.8233972802331229,10
78,densenet161,0.87,0.87,0.71,0.8618479221927499,0.8233972802331229,10
78,googlenet,0.805,0.76,0.71,0.8467653508771931,0.8233972802331229,10
78,resnet152,0.785,0.725,0.71,0.8862695924764891,0.8233972802331229,10
78,vgg19,0.87,0.87,0.71,0.8815207780725023,0.8233972802331229,10
79,alexnet,0.85,0.67,0.8,0.830393487109905,0.855859375,10
79,densenet161,0.915,0.825,0.8,0.9284848484848484,0.855859375,10
79,googlenet,0.84,0.695,0.8,0.8684986437079845,0.855859375,10
79,resnet152,0.845,0.7,0.8,0.8764285714285714,0.855859375,10
79,vgg19,0.93,0.87,0.8,0.9195402298850575,0.855859375,10
80,alexnet,0.845,0.71,0.785,0.8546624575036426,0.8226929343800918,10
80,densenet161,0.855,0.79,0.785,0.8982820976491863,0.8226929343800918,10
80,googlenet,0.79,0.695,0.785,0.8341785587923104,0.8226929343800918,10
80,resnet152,0.82,0.73,0.785,0.8630136986301371,0.8226929343800918,10
80,vgg19,0.895,0.865,0.785,0.8717619353457505,0.8226929343800918,10
81,alexnet,0.89,0.71,0.87,0.8107090820786791,0.9026304155614501,10
81,densenet161,0.935,0.85,0.87,0.8986274509803921,0.9026304155614501,10
81,googlenet,0.905,0.73,0.87,0.7997209538305429,0.9026304155614501,10
81,resnet152,0.885,0.72,0.87,0.8480902777777777,0.9026304155614501,10
81,vgg19,0.93,0.855,0.87,0.8667069973785038,0.9026304155614501,10
82,alexnet,0.91,0.68,0.905,0.8417968749999999,0.9322477464379179,10
82,densenet161,0.92,0.81,0.905,0.9013970110461338,0.9322477464379179,10
82,googlenet,0.895,0.73,0.905,0.8718924403855911,0.9322477464379179,10
82,resnet152,0.91,0.74,0.905,0.8647349272349273,0.9322477464379179,10
82,vgg19,0.935,0.875,0.905,0.8912,0.9322477464379179,10
83,alexnet,0.875,0.705,0.86,0.8545498257002043,0.8421926910299004,10
83,densenet161,0.93,0.845,0.86,0.9177323916778012,0.8421926910299004,10
83,googlenet,0.875,0.705,0.86,0.8807548984252915,0.8421926910299004,10
83,resnet152,0.875,0.725,0.86,0.8989341692789968,0.8421926910299004,10
83,vgg19,0.905,0.85,0.86,0.9101960784313725,0.8421926910299004,10
84,alexnet,0.785,0.69,0.67,0.8506311360448808,0.8469583898688375,10
84,densenet161,0.87,0.84,0.67,0.8893229166666667,0.8469583898688375,10
84,googlenet,0.81,0.75,0.67,0.8538666666666667,0.8469583898688375,10
84,resnet152,0.795,0.74,0.67,0.8933212058212059,0.8469583898688375,10
84,vgg19,0.885,0.865,0.67,0.8983087133376151,0.8469583898688375,10
85,alexnet,0.855,0.74,0.78,0.862006237006237,0.8735431235431236,10
85,densenet161,0.895,0.855,0.78,0.9134906231094978,0.8735431235431236,10
85,googlenet,0.855,0.785,0.78,0.8019552658865353,0.8735431235431236,10
85,resnet152,0.85,0.795,0.78,0.8574934805951834,0.8735431235431236,10
85,vgg19,0.895,0.85,0.78,0.9123529411764706,0.8735431235431236,10
86,alexnet,0.785,0.765,0.705,0.785148101793909,0.6742997956485154,10
86,densenet161,0.84,0.825,0.705,0.8867532467532467,0.6742997956485154,10
86,googlenet,0.76,0.71,0.705,0.8708110733365712,0.6742997956485154,10
86,resnet152,0.78,0.735,0.705,0.9036067257091516,0.6742997956485154,10
86,vgg19,0.845,0.845,0.705,0.9135331170070624,0.6742997956485154,10
87,alexnet,0.845,0.725,0.77,0.8450156739811913,0.8577075098814229,10
87,densenet161,0.885,0.845,0.77,0.9142966214926512,0.8577075098814229,10
87,googlenet,0.85,0.76,0.77,0.8422423245614036,0.8577075098814229,10
87,resnet152,0.84,0.715,0.77,0.8780517727886149,0.8577075098814229,10
87,vgg19,0.88,0.855,0.77,0.9021980237951199,0.8577075098814229,10
88,alexnet,0.835,0.68,0.815,0.8608685661764706,0.8638700049742993,10
88,densenet161,0.885,0.83,0.815,0.9183203401842664,0.8638700049742993,10
88,googlenet,0.865,0.75,0.815,0.8718666666666668,0.8638700049742993,10
88,resnet152,0.87,0.77,0.815,0.9079616036137775,0.8638700049742993,10
88,vgg19,0.905,0.875,0.815,0.9190857142857143,0.8638700049742993,10
89,alexnet,0.87,0.74,0.88,0.8492723492723492,0.791903409090909,10
89,densenet161,0.92,0.84,0.88,0.9120163690476191,0.791903409090909,10
89,googlenet,0.895,0.73,0.88,0.8467782851344495,0.791903409090909,10
89,resnet152,0.9,0.77,0.88,0.9154432523997742,0.791903409090909,10
89,vgg19,0.9,0.87,0.88,0.924182139699381,0.791903409090909,10
90,alexnet,0.805,0.705,0.76,0.8823175862483471,0.854029605263158,10
90,densenet161,0.89,0.855,0.76,0.9138939302278686,0.854029605263158,10
90,googlenet,0.81,0.73,0.76,0.8722729578893963,0.854029605263158,10
